matematika,ipa,ips,minat,karakter,gaya_belajar,suka_kerja_tim,suka_tantangan,jurusan
77,39,83,berhitung,kreatif,auditori,tidak,tidak,Desain Komunikasi Visual
75,54,20,berbicara,sabar,visual,ya,tidak,Ilmu Sosial
4,11,62,menggambar,komunikatif,kinestetik,ya,ya,Desain Komunikasi Visual
49,58,23,menggambar,kreatif,auditori,ya,tidak,Desain Komunikasi Visual
10,35,22,ngoding,logis,kinestetik,tidak,ya,Ilmu Sosial
91,92,89,menggambar,kreatif,visual,tidak,ya,Desain Komunikasi Visual
22,28,18,berhitung,kreatif,auditori,ya,tidak,Kedokteran
1,56,68,menggambar,komunikatif,visual,tidak,tidak,Desain Komunikasi Visual
76,67,99,berbicara,sabar,auditori,tidak,tidak,Ilmu Komunikasi
61,64,16,ngoding,kreatif,visual,tidak,ya,Desain Komunikasi Visual
5,72,69,menggambar,sabar,visual,tidak,tidak,Desain Komunikasi Visual
63,55,31,ngoding,sabar,visual,ya,ya,Teknik Informatika
94,57,53,menggambar,logis,auditori,tidak,ya,Desain Komunikasi Visual
37,88,53,berbicara,komunikatif,visual,ya,ya,Manajemen
75,39,62,menulis,logis,auditori,tidak,tidak,Ilmu Sosial
0,41,25,berhitung,sabar,kinestetik,ya,tidak,Kedokteran
59,41,72,berbicara,sabar,auditori,tidak,tidak,Ilmu Komunikasi
64,79,39,menulis,komunikatif,auditori,tidak,tidak,Ilmu Sosial
67,41,17,berhitung,logis,kinestetik,ya,tidak,Teknik Sipil
0,64,48,berbicara,komunikatif,auditori,tidak,tidak,Ilmu Sosial
2,95,70,menggambar,komunikatif,kinestetik,tidak,tidak,Desain Komunikasi Visual
48,16,8,menggambar,sabar,auditori,ya,ya,Desain Komunikasi Visual
71,76,83,menulis,sabar,visual,tidak,ya,Sastra Indonesia
77,52,17,menggambar,kreatif,auditori,ya,ya,Desain Komunikasi Visual
42,82,50,menulis,logis,kinestetik,tidak,tidak,Ilmu Sosial
63,58,80,berhitung,logis,visual,ya,tidak,Teknik Sipil
97,28,93,menulis,sabar,kinestetik,ya,tidak,Sastra Indonesia
98,38,15,berbicara,kreatif,visual,tidak,ya,Desain Komunikasi Visual
63,23,95,menulis,logis,auditori,ya,ya,Ilmu Sosial
63,35,24,menulis,logis,kinestetik,tidak,ya,Ilmu Sosial
0,68,26,berhitung,logis,visual,ya,tidak,Kedokteran
40,54,17,berbicara,sabar,visual,tidak,ya,Ilmu Sosial
74,72,33,menulis,logis,visual,tidak,tidak,Ilmu Sosial
18,100,76,berhitung,kreatif,kinestetik,ya,tidak,Kedokteran
0,31,35,ngoding,kreatif,auditori,ya,ya,Desain Komunikasi Visual
12,74,32,ngoding,kreatif,visual,ya,ya,Desain Komunikasi Visual
41,89,37,menulis,sabar,auditori,tidak,tidak,Sastra Indonesia
91,29,46,berhitung,sabar,kinestetik,tidak,tidak,Ilmu Sosial
100,56,53,menulis,komunikatif,visual,tidak,tidak,Ilmu Sosial
5,55,66,menulis,sabar,visual,tidak,ya,Sastra Indonesia
15,68,68,ngoding,kreatif,visual,tidak,tidak,Desain Komunikasi Visual
50,44,5,ngoding,logis,kinestetik,tidak,ya,Teknik Informatika
90,98,17,berhitung,kreatif,kinestetik,tidak,ya,Kedokteran
33,91,79,menggambar,logis,auditori,ya,tidak,Desain Komunikasi Visual
81,66,2,menggambar,komunikatif,auditori,tidak,ya,Desain Komunikasi Visual
99,9,43,ngoding,sabar,auditori,tidak,tidak,Teknik Informatika
21,33,8,berbicara,sabar,auditori,ya,ya,Ilmu Sosial
78,31,68,menggambar,kreatif,kinestetik,ya,tidak,Desain Komunikasi Visual
3,45,3,menulis,kreatif,visual,ya,tidak,Desain Komunikasi Visual
41,82,94,berbicara,kreatif,visual,tidak,tidak,Ilmu Komunikasi
3,38,31,berbicara,komunikatif,visual,tidak,tidak,Ilmu Sosial
15,56,13,berbicara,kreatif,visual,ya,ya,Desain Komunikasi Visual
35,58,30,menggambar,komunikatif,kinestetik,ya,ya,Desain Komunikasi Visual
76,23,90,menulis,komunikatif,kinestetik,ya,tidak,Manajemen
29,83,27,berbicara,kreatif,kinestetik,tidak,tidak,Desain Komunikasi Visual
33,67,22,berhitung,komunikatif,kinestetik,ya,tidak,Kedokteran
2,60,32,berbicara,komunikatif,auditori,ya,tidak,Manajemen
40,41,42,ngoding,kreatif,kinestetik,tidak,tidak,Desain Komunikasi Visual
14,46,78,ngoding,komunikatif,kinestetik,tidak,ya,Ilmu Sosial
43,75,32,ngoding,sabar,kinestetik,ya,tidak,Ilmu Sosial
70,33,51,ngoding,logis,kinestetik,tidak,ya,Teknik Informatika
55,36,33,berbicara,kreatif,visual,ya,ya,Desain Komunikasi Visual
82,41,67,berbicara,logis,auditori,ya,tidak,Ilmu Sosial
51,56,20,ngoding,komunikatif,auditori,tidak,tidak,Ilmu Sosial
79,2,17,ngoding,logis,kinestetik,tidak,ya,Teknik Informatika
1,37,99,menggambar,kreatif,kinestetik,tidak,ya,Desain Komunikasi Visual
42,75,70,berbicara,logis,kinestetik,ya,ya,Ilmu Sosial
2,73,6,menggambar,logis,visual,tidak,tidak,Desain Komunikasi Visual
90,66,28,berbicara,logis,auditori,ya,ya,Ilmu Sosial
14,36,9,menulis,kreatif,kinestetik,tidak,tidak,Desain Komunikasi Visual
19,71,37,berbicara,logis,visual,tidak,ya,Ilmu Sosial
57,94,19,menulis,kreatif,kinestetik,tidak,ya,Desain Komunikasi Visual
80,32,41,menggambar,komunikatif,kinestetik,ya,tidak,Desain Komunikasi Visual
0,17,31,menulis,kreatif,auditori,ya,tidak,Desain Komunikasi Visual
29,4,29,berbicara,komunikatif,visual,tidak,ya,Ilmu Sosial
35,77,16,berbicara,logis,visual,ya,tidak,Ilmu Sosial
83,15,28,menulis,logis,auditori,ya,ya,Ilmu Sosial
75,15,24,berhitung,logis,auditori,ya,tidak,Teknik Sipil
24,80,70,ngoding,sabar,visual,ya,tidak,Ilmu Sosial
48,61,82,menggambar,logis,visual,tidak,tidak,Desain Komunikasi Visual
58,58,82,menulis,kreatif,auditori,tidak,ya,Desain Komunikasi Visual
6,42,40,berhitung,kreatif,kinestetik,tidak,tidak,Kedokteran
54,48,2,berbicara,logis,kinestetik,tidak,ya,Ilmu Sosial
17,84,78,berhitung,kreatif,visual,tidak,tidak,Kedokteran
12,31,64,berbicara,kreatif,visual,tidak,ya,Ilmu Komunikasi
11,47,25,menulis,komunikatif,auditori,tidak,tidak,Ilmu Sosial
41,62,20,berhitung,komunikatif,visual,ya,ya,Kedokteran
33,34,48,menggambar,kreatif,kinestetik,ya,tidak,Desain Komunikasi Visual
86,8,77,berhitung,kreatif,visual,ya,ya,Desain Komunikasi Visual
23,33,24,menggambar,komunikatif,kinestetik,ya,ya,Desain Komunikasi Visual
37,99,85,ngoding,kreatif,auditori,tidak,ya,Desain Komunikasi Visual
8,91,39,ngoding,komunikatif,visual,tidak,ya,Ilmu Sosial
36,14,90,menggambar,kreatif,visual,tidak,tidak,Desain Komunikasi Visual
65,86,94,berbicara,sabar,visual,ya,ya,Ilmu Komunikasi
94,41,67,berhitung,komunikatif,kinestetik,tidak,tidak,Ilmu Sosial
10,97,48,berhitung,komunikatif,auditori,tidak,ya,Kedokteran
61,27,11,ngoding,logis,auditori,tidak,tidak,Teknik Informatika
97,48,99,berhitung,kreatif,kinestetik,tidak,ya,Desain Komunikasi Visual
66,2,94,ngoding,logis,visual,tidak,tidak,Ilmu Sosial
73,49,54,berbicara,kreatif,auditori,tidak,ya,Desain Komunikasi Visual
78,64,88,menggambar,logis,auditori,tidak,ya,Desain Komunikasi Visual
67,74,98,menggambar,komunikatif,kinestetik,tidak,tidak,Desain Komunikasi Visual
8,52,52,berbicara,sabar,visual,ya,tidak,Ilmu Sosial
15,100,85,menggambar,logis,auditori,tidak,tidak,Desain Komunikasi Visual
15,61,88,menulis,kreatif,visual,ya,ya,Desain Komunikasi Visual
45,83,69,berbicara,sabar,auditori,tidak,ya,Ilmu Sosial
7,9,57,menggambar,komunikatif,kinestetik,tidak,tidak,Desain Komunikasi Visual
50,52,64,berhitung,komunikatif,kinestetik,tidak,ya,Ilmu Sosial
90,16,57,berhitung,komunikatif,visual,tidak,ya,Ilmu Sosial
68,55,19,berbicara,komunikatif,auditori,ya,tidak,Manajemen
9,81,59,menggambar,kreatif,kinestetik,ya,tidak,Desain Komunikasi Visual
64,62,1,berhitung,logis,auditori,tidak,ya,Teknik Sipil
77,27,8,berbicara,logis,visual,tidak,ya,Ilmu Sosial
56,37,6,berhitung,kreatif,kinestetik,ya,tidak,Desain Komunikasi Visual
24,74,57,menggambar,kreatif,auditori,ya,tidak,Desain Komunikasi Visual
0,71,64,berbicara,logis,kinestetik,ya,ya,Ilmu Sosial
98,76,40,menulis,logis,auditori,tidak,ya,Ilmu Sosial
1,83,17,ngoding,logis,auditori,ya,ya,Ilmu Sosial
38,14,15,ngoding,logis,auditori,tidak,tidak,Teknik Informatika
47,6,17,menulis,sabar,visual,ya,tidak,Sastra Indonesia
93,36,43,menulis,sabar,kinestetik,tidak,ya,Sastra Indonesia
41,74,80,berbicara,logis,kinestetik,ya,ya,Ilmu Komunikasi
50,43,50,berhitung,komunikatif,visual,tidak,ya,Ilmu Sosial
47,48,52,berhitung,sabar,auditori,tidak,ya,Ilmu Sosial
25,37,76,berhitung,sabar,visual,ya,ya,Ilmu Sosial
46,37,1,menggambar,sabar,visual,tidak,ya,Desain Komunikasi Visual
49,29,62,ngoding,logis,visual,tidak,ya,Ilmu Sosial
31,0,24,berhitung,sabar,auditori,ya,tidak,Ilmu Sosial
60,49,0,menulis,kreatif,visual,ya,ya,Desain Komunikasi Visual
91,97,73,ngoding,kreatif,visual,tidak,ya,Desain Komunikasi Visual
89,50,79,berhitung,komunikatif,kinestetik,ya,ya,Manajemen
45,65,35,menulis,komunikatif,visual,ya,ya,Manajemen
87,3,53,ngoding,sabar,visual,tidak,tidak,Teknik Informatika
99,21,57,berhitung,kreatif,kinestetik,tidak,ya,Desain Komunikasi Visual
75,60,2,menggambar,kreatif,visual,ya,tidak,Desain Komunikasi Visual
17,13,92,menulis,kreatif,auditori,ya,tidak,Desain Komunikasi Visual
13,58,61,berbicara,sabar,visual,ya,ya,Ilmu Komunikasi
75,64,59,menulis,kreatif,kinestetik,tidak,ya,Desain Komunikasi Visual
70,44,52,menulis,kreatif,auditori,ya,tidak,Desain Komunikasi Visual
8,30,84,ngoding,kreatif,visual,tidak,tidak,Desain Komunikasi Visual
55,36,1,berhitung,sabar,kinestetik,tidak,ya,Ilmu Sosial
34,4,31,berhitung,komunikatif,auditori,ya,tidak,Manajemen
80,27,65,berhitung,logis,kinestetik,ya,tidak,Teknik Sipil
35,17,81,berhitung,kreatif,auditori,ya,tidak,Desain Komunikasi Visual
42,0,41,ngoding,logis,auditori,tidak,ya,Teknik Informatika
62,71,78,menggambar,logis,kinestetik,ya,tidak,Desain Komunikasi Visual
88,95,47,berhitung,sabar,kinestetik,tidak,tidak,Kedokteran
48,1,86,ngoding,logis,kinestetik,ya,ya,Ilmu Sosial
29,84,64,berhitung,komunikatif,visual,ya,tidak,Kedokteran
26,44,74,ngoding,kreatif,auditori,tidak,tidak,Desain Komunikasi Visual
79,87,52,ngoding,logis,visual,tidak,tidak,Ilmu Sosial
35,42,13,berbicara,sabar,visual,tidak,ya,Ilmu Sosial
4,78,0,menggambar,komunikatif,auditori,tidak,tidak,Desain Komunikasi Visual
45,13,19,berbicara,komunikatif,auditori,ya,ya,Manajemen
10,53,23,menulis,logis,visual,ya,ya,Ilmu Sosial
36,26,16,menggambar,kreatif,kinestetik,ya,ya,Desain Komunikasi Visual
33,4,20,berbicara,sabar,kinestetik,ya,tidak,Ilmu Sosial
43,21,53,berbicara,sabar,auditori,tidak,tidak,Ilmu Komunikasi
30,99,21,menggambar,komunikatif,visual,ya,tidak,Desain Komunikasi Visual
70,13,59,menulis,komunikatif,visual,tidak,ya,Ilmu Sosial
38,80,19,ngoding,kreatif,auditori,ya,ya,Desain Komunikasi Visual
16,43,74,berbicara,logis,auditori,tidak,ya,Ilmu Komunikasi
64,8,41,menggambar,kreatif,kinestetik,tidak,ya,Desain Komunikasi Visual
86,30,65,berhitung,sabar,kinestetik,tidak,tidak,Ilmu Sosial
21,45,81,ngoding,komunikatif,kinestetik,tidak,ya,Ilmu Sosial
1,66,0,berbicara,komunikatif,auditori,ya,ya,Manajemen
52,16,12,berhitung,kreatif,auditori,ya,tidak,Desain Komunikasi Visual
12,67,3,berbicara,sabar,visual,tidak,tidak,Ilmu Sosial
82,93,75,menulis,sabar,visual,ya,tidak,Sastra Indonesia
64,27,76,menggambar,komunikatif,kinestetik,tidak,ya,Desain Komunikasi Visual
12,31,76,menggambar,logis,kinestetik,tidak,ya,Desain Komunikasi Visual
70,73,0,ngoding,komunikatif,visual,tidak,ya,Ilmu Sosial
75,30,26,berhitung,logis,auditori,tidak,ya,Teknik Sipil
80,41,1,menulis,logis,kinestetik,tidak,tidak,Ilmu Sosial
13,71,60,berhitung,sabar,kinestetik,ya,tidak,Kedokteran
23,87,20,berhitung,kreatif,auditori,ya,ya,Kedokteran
17,28,25,berbicara,sabar,kinestetik,tidak,ya,Ilmu Sosial
78,22,76,berhitung,komunikatif,visual,tidak,tidak,Ilmu Sosial
77,84,55,menggambar,sabar,auditori,ya,tidak,Desain Komunikasi Visual
57,24,10,berbicara,komunikatif,auditori,ya,tidak,Manajemen
44,34,85,berhitung,komunikatif,auditori,ya,tidak,Manajemen
3,26,44,ngoding,komunikatif,auditori,ya,tidak,Manajemen
47,57,70,ngoding,sabar,visual,tidak,tidak,Ilmu Sosial
54,69,84,berhitung,logis,kinestetik,ya,tidak,Teknik Sipil
67,65,100,berhitung,sabar,kinestetik,tidak,ya,Ilmu Sosial
61,11,94,menggambar,kreatif,visual,tidak,tidak,Desain Komunikasi Visual
86,12,71,ngoding,sabar,auditori,tidak,tidak,Teknik Informatika
80,6,68,ngoding,komunikatif,visual,tidak,tidak,Teknik Informatika
79,67,78,ngoding,logis,visual,ya,ya,Teknik Informatika
85,95,100,ngoding,komunikatif,kinestetik,ya,ya,Manajemen
54,35,81,menggambar,kreatif,visual,tidak,tidak,Desain Komunikasi Visual
23,98,55,berhitung,kreatif,auditori,tidak,tidak,Kedokteran
39,67,30,menulis,kreatif,auditori,tidak,tidak,Desain Komunikasi Visual
70,79,28,menulis,logis,kinestetik,tidak,ya,Ilmu Sosial
95,83,63,menulis,komunikatif,visual,tidak,tidak,Ilmu Sosial
55,31,73,berhitung,logis,auditori,ya,ya,Teknik Sipil
56,47,91,berbicara,logis,kinestetik,tidak,tidak,Ilmu Komunikasi
25,93,48,menulis,kreatif,kinestetik,ya,ya,Desain Komunikasi Visual
53,21,82,berhitung,kreatif,auditori,tidak,tidak,Desain Komunikasi Visual
90,17,7,ngoding,komunikatif,visual,ya,tidak,Teknik Informatika
94,93,60,menulis,sabar,visual,tidak,tidak,Sastra Indonesia
53,40,85,berhitung,komunikatif,auditori,ya,ya,Manajemen
68,15,22,menulis,kreatif,visual,ya,ya,Desain Komunikasi Visual
90,58,55,menggambar,logis,visual,ya,tidak,Desain Komunikasi Visual
39,79,2,ngoding,kreatif,visual,tidak,tidak,Desain Komunikasi Visual
76,89,45,menulis,sabar,kinestetik,ya,tidak,Sastra Indonesia
88,63,36,menggambar,komunikatif,kinestetik,ya,tidak,Desain Komunikasi Visual
83,96,27,berbicara,komunikatif,kinestetik,ya,tidak,Manajemen
49,90,98,berbicara,komunikatif,visual,tidak,ya,Ilmu Komunikasi
11,10,93,menggambar,komunikatif,visual,tidak,ya,Desain Komunikasi Visual
95,97,53,berbicara,sabar,visual,tidak,tidak,Ilmu Sosial
22,88,41,menulis,sabar,kinestetik,ya,tidak,Sastra Indonesia
70,59,93,ngoding,sabar,visual,ya,ya,Ilmu Sosial
61,25,88,ngoding,logis,kinestetik,tidak,ya,Ilmu Sosial
52,41,90,berhitung,sabar,auditori,ya,ya,Ilmu Sosial
33,83,69,menulis,sabar,kinestetik,ya,ya,Sastra Indonesia
40,39,30,menulis,komunikatif,visual,ya,tidak,Manajemen
96,9,63,berhitung,kreatif,kinestetik,tidak,tidak,Desain Komunikasi Visual
58,92,19,menggambar,komunikatif,kinestetik,ya,ya,Desain Komunikasi Visual
96,63,30,ngoding,logis,kinestetik,ya,tidak,Teknik Informatika
43,30,21,menggambar,kreatif,kinestetik,ya,ya,Desain Komunikasi Visual
86,99,33,berhitung,logis,auditori,tidak,ya,Kedokteran
29,55,41,menulis,kreatif,auditori,ya,ya,Desain Komunikasi Visual
82,99,45,berbicara,sabar,visual,ya,tidak,Ilmu Sosial
77,80,73,berbicara,komunikatif,auditori,ya,tidak,Manajemen
24,12,9,berhitung,kreatif,auditori,ya,tidak,Desain Komunikasi Visual
69,33,97,menulis,kreatif,visual,ya,tidak,Desain Komunikasi Visual
72,94,9,berhitung,logis,auditori,ya,ya,Kedokteran
23,55,29,berhitung,logis,auditori,ya,tidak,Kedokteran
44,67,73,berhitung,komunikatif,kinestetik,tidak,ya,Ilmu Sosial
76,20,21,berbicara,komunikatif,kinestetik,tidak,tidak,Ilmu Sosial
62,31,54,menggambar,logis,auditori,ya,tidak,Desain Komunikasi Visual
61,45,7,menggambar,sabar,kinestetik,ya,tidak,Desain Komunikasi Visual
92,80,92,menggambar,logis,kinestetik,tidak,tidak,Desain Komunikasi Visual
61,73,61,menggambar,komunikatif,kinestetik,ya,ya,Desain Komunikasi Visual
64,30,14,berhitung,sabar,auditori,ya,tidak,Ilmu Sosial
37,50,3,menggambar,logis,auditori,tidak,tidak,Desain Komunikasi Visual
71,59,82,menulis,sabar,visual,ya,tidak,Sastra Indonesia
48,69,47,berhitung,kreatif,visual,ya,ya,Kedokteran
3,47,79,ngoding,sabar,visual,tidak,tidak,Ilmu Sosial
26,63,79,berbicara,kreatif,visual,tidak,tidak,Ilmu Komunikasi
66,52,94,ngoding,kreatif,visual,ya,ya,Desain Komunikasi Visual
50,45,20,berhitung,komunikatif,auditori,ya,ya,Manajemen
11,39,34,ngoding,logis,auditori,tidak,ya,Ilmu Sosial
57,23,74,menggambar,kreatif,visual,tidak,ya,Desain Komunikasi Visual
45,39,77,ngoding,sabar,visual,tidak,ya,Ilmu Sosial
3,43,11,menggambar,sabar,auditori,tidak,tidak,Desain Komunikasi Visual
5,66,64,berbicara,kreatif,visual,ya,tidak,Desain Komunikasi Visual
81,43,25,berbicara,sabar,kinestetik,tidak,tidak,Ilmu Sosial
30,51,1,ngoding,komunikatif,visual,ya,ya,Manajemen
75,94,0,ngoding,komunikatif,auditori,tidak,ya,Ilmu Sosial
84,48,66,ngoding,sabar,visual,tidak,tidak,Teknik Informatika
26,28,83,berbicara,sabar,kinestetik,ya,tidak,Ilmu Komunikasi
99,95,62,berbicara,komunikatif,auditori,tidak,tidak,Ilmu Sosial
76,31,54,menggambar,kreatif,visual,tidak,tidak,Desain Komunikasi Visual
53,5,83,ngoding,sabar,kinestetik,ya,ya,Ilmu Sosial
70,7,72,berhitung,komunikatif,visual,tidak,ya,Ilmu Sosial
16,71,23,menulis,komunikatif,auditori,ya,ya,Manajemen
48,36,18,menggambar,sabar,auditori,ya,ya,Desain Komunikasi Visual
35,17,8,berhitung,logis,auditori,tidak,ya,Teknik Sipil
4,87,57,berhitung,logis,kinestetik,ya,tidak,Kedokteran
71,23,16,berbicara,sabar,kinestetik,ya,tidak,Ilmu Sosial
82,97,28,menggambar,kreatif,auditori,tidak,ya,Desain Komunikasi Visual
59,24,36,menulis,logis,visual,ya,tidak,Ilmu Sosial
55,55,56,berhitung,komunikatif,visual,tidak,ya,Ilmu Sosial
66,30,56,ngoding,sabar,visual,tidak,tidak,Teknik Informatika
13,80,1,berhitung,kreatif,visual,tidak,ya,Kedokteran
78,4,86,berbicara,kreatif,visual,ya,tidak,Ilmu Komunikasi
37,73,15,menulis,kreatif,visual,ya,tidak,Desain Komunikasi Visual
98,91,34,berhitung,kreatif,auditori,ya,ya,Desain Komunikasi Visual
14,14,48,menulis,kreatif,kinestetik,tidak,ya,Desain Komunikasi Visual
45,0,12,ngoding,komunikatif,visual,ya,ya,Teknik Informatika
55,26,83,menggambar,kreatif,visual,tidak,ya,Desain Komunikasi Visual
72,63,70,menulis,logis,visual,tidak,tidak,Ilmu Sosial
38,32,69,menggambar,kreatif,auditori,tidak,tidak,Desain Komunikasi Visual
25,73,95,ngoding,kreatif,kinestetik,ya,ya,Desain Komunikasi Visual
75,13,5,menggambar,kreatif,auditori,ya,ya,Desain Komunikasi Visual
28,39,94,menulis,komunikatif,kinestetik,tidak,tidak,Ilmu Sosial
9,64,22,berbicara,komunikatif,auditori,ya,tidak,Manajemen
39,100,85,ngoding,kreatif,kinestetik,tidak,tidak,Desain Komunikasi Visual
50,38,81,menggambar,logis,visual,tidak,tidak,Desain Komunikasi Visual
82,31,16,berbicara,logis,visual,tidak,ya,Ilmu Sosial
92,94,57,menulis,logis,visual,ya,tidak,Ilmu Sosial
28,46,10,berhitung,komunikatif,visual,ya,tidak,Kedokteran
99,76,97,berhitung,komunikatif,auditori,ya,ya,Manajemen
66,80,56,ngoding,kreatif,visual,tidak,ya,Desain Komunikasi Visual
50,8,82,menulis,komunikatif,kinestetik,tidak,tidak,Ilmu Sosial
86,44,96,menggambar,sabar,visual,tidak,tidak,Desain Komunikasi Visual
22,65,96,menulis,sabar,kinestetik,ya,ya,Sastra Indonesia
26,42,5,berbicara,logis,auditori,tidak,ya,Ilmu Sosial
83,1,43,ngoding,komunikatif,kinestetik,tidak,tidak,Teknik Informatika
73,55,61,berbicara,komunikatif,visual,tidak,ya,Ilmu Sosial
63,58,8,berhitung,komunikatif,kinestetik,ya,ya,Manajemen
71,34,0,ngoding,komunikatif,visual,ya,ya,Teknik Informatika
98,57,34,menulis,logis,kinestetik,ya,ya,Ilmu Sosial
21,4,32,menulis,komunikatif,auditori,tidak,tidak,Ilmu Sosial
60,46,83,berhitung,kreatif,visual,tidak,ya,Desain Komunikasi Visual
21,20,85,ngoding,sabar,visual,ya,tidak,Ilmu Sosial
99,27,92,ngoding,kreatif,visual,tidak,ya,Teknik Informatika
98,30,21,ngoding,logis,auditori,ya,ya,Teknik Informatika
52,48,61,menggambar,kreatif,visual,tidak,ya,Desain Komunikasi Visual
39,74,84,berhitung,logis,visual,tidak,ya,Teknik Sipil
58,36,29,ngoding,sabar,visual,tidak,ya,Teknik Informatika
69,48,74,menulis,logis,visual,tidak,tidak,Ilmu Sosial
19,50,61,berbicara,komunikatif,visual,tidak,tidak,Ilmu Komunikasi
11,77,51,menggambar,sabar,kinestetik,tidak,ya,Desain Komunikasi Visual
19,52,87,berhitung,sabar,visual,tidak,tidak,Ilmu Sosial
56,58,68,berbicara,komunikatif,auditori,tidak,ya,Ilmu Komunikasi
75,72,19,berbicara,sabar,visual,tidak,ya,Ilmu Sosial
82,92,96,menulis,komunikatif,auditori,ya,tidak,Manajemen
40,38,35,menggambar,sabar,auditori,ya,tidak,Desain Komunikasi Visual
20,29,66,berbicara,sabar,kinestetik,tidak,ya,Ilmu Komunikasi
95,57,29,menulis,komunikatif,auditori,tidak,tidak,Ilmu Sosial
87,75,28,berhitung,logis,visual,tidak,ya,Teknik Sipil
70,38,50,berhitung,kreatif,kinestetik,ya,tidak,Desain Komunikasi Visual
6,38,66,menggambar,sabar,kinestetik,ya,ya,Desain Komunikasi Visual
63,48,21,berbicara,sabar,auditori,tidak,tidak,Ilmu Sosial
53,5,85,menggambar,logis,kinestetik,ya,ya,Desain Komunikasi Visual
78,97,7,berhitung,kreatif,kinestetik,tidak,tidak,Kedokteran
56,63,30,ngoding,sabar,visual,ya,tidak,Ilmu Sosial
72,85,100,berbicara,logis,kinestetik,ya,tidak,Ilmu Komunikasi
85,65,10,berbicara,komunikatif,kinestetik,ya,tidak,Manajemen
34,22,72,ngoding,kreatif,visual,tidak,ya,Desain Komunikasi Visual
52,54,97,berhitung,kreatif,kinestetik,tidak,ya,Desain Komunikasi Visual
21,54,9,menulis,kreatif,kinestetik,tidak,ya,Desain Komunikasi Visual
6,16,11,berhitung,kreatif,auditori,ya,tidak,Kedokteran
60,51,85,berhitung,sabar,visual,ya,ya,Ilmu Sosial
24,72,39,berbicara,kreatif,auditori,ya,tidak,Desain Komunikasi Visual
48,17,45,menulis,logis,visual,tidak,tidak,Ilmu Sosial
63,24,81,berbicara,komunikatif,kinestetik,tidak,ya,Ilmu Komunikasi
64,2,71,menggambar,kreatif,visual,ya,tidak,Desain Komunikasi Visual
71,28,97,berbicara,sabar,kinestetik,tidak,tidak,Ilmu Komunikasi
9,25,62,ngoding,komunikatif,kinestetik,tidak,tidak,Ilmu Sosial
62,20,84,berhitung,logis,auditori,ya,tidak,Teknik Sipil
11,45,46,menggambar,logis,auditori,tidak,tidak,Desain Komunikasi Visual
60,55,71,menggambar,logis,auditori,ya,ya,Desain Komunikasi Visual
85,36,91,berhitung,kreatif,auditori,ya,ya,Desain Komunikasi Visual
7,26,30,berhitung,komunikatif,visual,tidak,ya,Ilmu Sosial
93,12,66,ngoding,logis,kinestetik,ya,ya,Teknik Informatika
81,52,13,berhitung,sabar,visual,ya,ya,Ilmu Sosial
37,9,41,menulis,sabar,kinestetik,ya,ya,Sastra Indonesia
23,65,75,menggambar,sabar,auditori,ya,ya,Desain Komunikasi Visual
82,67,8,menggambar,kreatif,visual,tidak,tidak,Desain Komunikasi Visual
80,74,83,menulis,logis,visual,tidak,ya,Ilmu Sosial
88,38,60,berhitung,sabar,visual,ya,tidak,Ilmu Sosial
12,93,30,berbicara,sabar,kinestetik,tidak,tidak,Ilmu Sosial
73,66,4,berbicara,logis,auditori,tidak,tidak,Ilmu Sosial
63,31,42,menggambar,komunikatif,auditori,ya,ya,Desain Komunikasi Visual
33,99,77,berhitung,logis,auditori,tidak,ya,Kedokteran
47,94,90,ngoding,kreatif,auditori,ya,ya,Desain Komunikasi Visual
37,0,28,ngoding,logis,auditori,ya,ya,Teknik Informatika
60,36,25,berbicara,kreatif,visual,tidak,tidak,Desain Komunikasi Visual
39,58,6,menggambar,kreatif,kinestetik,tidak,tidak,Desain Komunikasi Visual
2,57,32,menulis,kreatif,kinestetik,tidak,tidak,Desain Komunikasi Visual
52,96,68,menulis,kreatif,visual,tidak,ya,Desain Komunikasi Visual
34,50,76,menggambar,komunikatif,visual,tidak,tidak,Desain Komunikasi Visual
89,19,56,berbicara,komunikatif,kinestetik,ya,ya,Manajemen
53,80,16,menggambar,komunikatif,kinestetik,ya,ya,Desain Komunikasi Visual
34,59,59,ngoding,kreatif,visual,tidak,tidak,Desain Komunikasi Visual
95,5,70,ngoding,sabar,visual,tidak,ya,Teknik Informatika
38,82,63,berbicara,logis,visual,tidak,tidak,Ilmu Sosial
15,56,17,berhitung,sabar,visual,tidak,ya,Kedokteran
0,33,66,ngoding,logis,auditori,ya,ya,Ilmu Sosial
36,78,33,ngoding,logis,kinestetik,tidak,ya,Ilmu Sosial
38,8,18,berhitung,kreatif,visual,tidak,ya,Desain Komunikasi Visual
56,8,100,menulis,sabar,auditori,ya,tidak,Sastra Indonesia
88,50,52,menggambar,kreatif,visual,tidak,ya,Desain Komunikasi Visual
90,72,54,menulis,kreatif,kinestetik,tidak,tidak,Desain Komunikasi Visual
32,38,25,menulis,sabar,visual,ya,ya,Sastra Indonesia
76,66,56,menggambar,sabar,visual,ya,ya,Desain Komunikasi Visual
22,22,49,berhitung,kreatif,kinestetik,tidak,ya,Desain Komunikasi Visual
7,25,27,menggambar,sabar,auditori,tidak,tidak,Desain Komunikasi Visual
38,38,66,menulis,kreatif,visual,ya,tidak,Desain Komunikasi Visual
56,57,40,menggambar,sabar,auditori,tidak,ya,Desain Komunikasi Visual
